date,datetime,open,high,low,close,volume
2025-02-01 16:00:00+00:00,2025-02-01 16:00:00+00:00,668.3,669.7,642.0,645.9,6894.524185
2025-02-02 16:00:00+00:00,2025-02-02 16:00:00+00:00,645.9,646.0,504.0,588.3,66549.700041
2025-02-03 16:00:00+00:00,2025-02-03 16:00:00+00:00,588.2,618.9,564.1,582.5,23407.452509
2025-02-04 16:00:00+00:00,2025-02-04 16:00:00+00:00,582.4,588.0,557.8,570.2,8232.541618
2025-02-05 16:00:00+00:00,2025-02-05 16:00:00+00:00,570.3,589.6,561.2,572.0,13819.331979
2025-02-06 16:00:00+00:00,2025-02-06 16:00:00+00:00,572.2,589.9,570.7,582.9,9814.924179
2025-02-07 16:00:00+00:00,2025-02-07 16:00:00+00:00,583.0,606.8,570.3,596.9,15062.944518
2025-02-08 16:00:00+00:00,2025-02-08 16:00:00+00:00,596.9,649.9,596.3,624.5,72534.815987
2025-02-09 16:00:00+00:00,2025-02-09 16:00:00+00:00,624.5,628.6,596.3,603.1,32157.714318
2025-02-10 16:00:00+00:00,2025-02-10 16:00:00+00:00,603.2,646.1,602.8,637.9,35229.792857
2025-02-11 16:00:00+00:00,2025-02-11 16:00:00+00:00,637.9,663.5,625.7,658.6,30035.291388
2025-02-12 16:00:00+00:00,2025-02-12 16:00:00+00:00,658.8,733.9,655.0,705.9,102814.963242
2025-02-13 16:00:00+00:00,2025-02-13 16:00:00+00:00,705.8,708.7,658.9,665.2,78642.512318
2025-02-14 16:00:00+00:00,2025-02-14 16:00:00+00:00,665.2,674.1,651.6,666.3,27816.212456
2025-02-15 16:00:00+00:00,2025-02-15 16:00:00+00:00,666.4,685.4,653.4,681.3,20834.246291
2025-02-16 16:00:00+00:00,2025-02-16 16:00:00+00:00,681.3,682.0,665.9,670.3,18858.470994
2025-02-17 16:00:00+00:00,2025-02-17 16:00:00+00:00,670.1,673.1,643.0,648.4,18101.621693
2025-02-18 16:00:00+00:00,2025-02-18 16:00:00+00:00,648.4,664.5,630.5,652.5,22271.865813
2025-02-19 16:00:00+00:00,2025-02-19 16:00:00+00:00,652.4,657.5,646.0,648.0,13070.401388
2025-02-20 16:00:00+00:00,2025-02-20 16:00:00+00:00,648.0,668.1,647.5,657.7,19368.176948
2025-02-21 16:00:00+00:00,2025-02-21 16:00:00+00:00,657.7,662.5,634.6,658.4,14144.246854
2025-02-22 16:00:00+00:00,2025-02-22 16:00:00+00:00,658.5,680.0,648.4,648.8,22946.473883
2025-02-23 16:00:00+00:00,2025-02-23 16:00:00+00:00,648.8,659.3,631.0,635.5,15524.806447
2025-02-24 16:00:00+00:00,2025-02-24 16:00:00+00:00,635.5,640.0,585.6,608.9,49334.938041
2025-02-25 16:00:00+00:00,2025-02-25 16:00:00+00:00,609.2,631.9,604.8,623.6,15567.128241
2025-02-26 16:00:00+00:00,2025-02-26 16:00:00+00:00,623.8,625.2,594.2,606.9,20521.726388
2025-02-27 16:00:00+00:00,2025-02-27 16:00:00+00:00,606.9,609.5,559.9,588.6,24651.232229
2025-02-28 16:00:00+00:00,2025-02-28 16:00:00+00:00,588.7,605.0,584.0,604.3,13483.858956
2025-03-01 16:00:00+00:00,2025-03-01 16:00:00+00:00,604.3,618.9,601.8,613.6,11673.105917
2025-03-02 16:00:00+00:00,2025-03-02 16:00:00+00:00,613.6,634.6,586.0,591.7,35200.18019
2025-03-03 16:00:00+00:00,2025-03-03 16:00:00+00:00,591.9,597.6,546.5,570.7,23962.997521
2025-03-04 16:00:00+00:00,2025-03-04 16:00:00+00:00,570.8,606.1,555.1,591.4,13704.838577
2025-03-05 16:00:00+00:00,2025-03-05 16:00:00+00:00,591.3,612.4,587.9,600.6,14622.477524
2025-03-06 16:00:00+00:00,2025-03-06 16:00:00+00:00,600.6,610.6,577.3,604.6,11009.285996
2025-03-07 16:00:00+00:00,2025-03-07 16:00:00+00:00,604.4,606.3,590.3,599.7,9238.293779
2025-03-08 16:00:00+00:00,2025-03-08 16:00:00+00:00,599.9,602.9,566.1,566.7,6856.509673
2025-03-09 16:00:00+00:00,2025-03-09 16:00:00+00:00,566.6,573.5,541.5,550.5,17357.048531
2025-03-10 16:00:00+00:00,2025-03-10 16:00:00+00:00,550.4,566.6,507.4,548.8,46938.585144
2025-03-11 16:00:00+00:00,2025-03-11 16:00:00+00:00,549.0,574.8,544.4,552.5,19235.789007
2025-03-12 16:00:00+00:00,2025-03-12 16:00:00+00:00,552.5,613.9,551.7,581.3,34305.774767
2025-03-13 16:00:00+00:00,2025-03-13 16:00:00+00:00,581.5,590.2,571.4,584.9,15436.902269
2025-03-14 16:00:00+00:00,2025-03-14 16:00:00+00:00,584.8,603.8,582.3,603.3,16231.927882
2025-03-15 16:00:00+00:00,2025-03-15 16:00:00+00:00,603.6,623.4,593.2,601.0,26964.116009
2025-03-16 16:00:00+00:00,2025-03-16 16:00:00+00:00,601.1,644.2,596.2,630.3,42011.388939
2025-03-17 16:00:00+00:00,2025-03-17 16:00:00+00:00,630.4,643.5,620.5,627.7,35164.062388
2025-03-18 16:00:00+00:00,2025-03-18 16:00:00+00:00,627.6,635.8,604.3,610.4,34763.009989
2025-03-19 16:00:00+00:00,2025-03-19 16:00:00+00:00,610.4,638.1,607.4,624.1,54192.945499
2025-03-20 16:00:00+00:00,2025-03-20 16:00:00+00:00,624.2,637.8,616.1,634.3,24145.851903
2025-03-21 16:00:00+00:00,2025-03-21 16:00:00+00:00,634.3,637.2,623.8,625.8,14140.424577
2025-03-22 16:00:00+00:00,2025-03-22 16:00:00+00:00,625.8,629.3,619.0,621.6,12790.000034
2025-03-23 16:00:00+00:00,2025-03-23 16:00:00+00:00,621.6,632.3,617.5,630.9,21734.645225
2025-03-24 16:00:00+00:00,2025-03-24 16:00:00+00:00,631.0,645.1,629.5,633.9,40205.954014
2025-03-25 16:00:00+00:00,2025-03-25 16:00:00+00:00,633.9,634.4,623.1,624.6,11945.968193
2025-03-26 16:00:00+00:00,2025-03-26 16:00:00+00:00,624.6,643.0,615.4,636.9,54862.492756
2025-03-27 16:00:00+00:00,2025-03-27 16:00:00+00:00,636.9,641.6,623.7,625.3,23284.919446
2025-03-28 16:00:00+00:00,2025-03-28 16:00:00+00:00,625.2,626.5,599.2,604.7,15329.191017
2025-03-29 16:00:00+00:00,2025-03-29 16:00:00+00:00,604.7,613.3,597.1,602.3,11310.747745
2025-03-30 16:00:00+00:00,2025-03-30 16:00:00+00:00,602.2,606.7,587.1,604.3,16677.547018
2025-03-31 16:00:00+00:00,2025-03-31 16:00:00+00:00,604.2,618.8,602.9,615.7,25003.780831
2025-04-01 16:00:00+00:00,2025-04-01 16:00:00+00:00,615.6,616.2,597.0,604.4,33938.076057
2025-04-02 16:00:00+00:00,2025-04-02 16:00:00+00:00,604.5,612.5,578.3,586.3,44335.232731
2025-04-03 16:00:00+00:00,2025-04-03 16:00:00+00:00,586.4,599.8,585.0,593.8,12008.235416
2025-04-04 16:00:00+00:00,2025-04-04 16:00:00+00:00,593.9,600.1,591.0,592.0,5344.158108
2025-04-05 16:00:00+00:00,2025-04-05 16:00:00+00:00,592.1,594.2,579.3,581.5,5505.984963
2025-04-06 16:00:00+00:00,2025-04-06 16:00:00+00:00,581.4,581.4,518.1,552.1,43946.151469
2025-04-07 16:00:00+00:00,2025-04-07 16:00:00+00:00,552.1,566.2,546.6,559.8,10028.354408
2025-04-08 16:00:00+00:00,2025-04-08 16:00:00+00:00,559.7,563.8,534.5,561.2,11636.071258
2025-04-09 16:00:00+00:00,2025-04-09 16:00:00+00:00,561.5,585.9,561.0,568.4,24848.321799
2025-04-10 16:00:00+00:00,2025-04-10 16:00:00+00:00,568.2,586.2,566.3,585.4,9865.460562
2025-04-11 16:00:00+00:00,2025-04-11 16:00:00+00:00,585.6,600.3,584.0,599.2,6467.240331
2025-04-12 16:00:00+00:00,2025-04-12 16:00:00+00:00,599.1,599.9,583.5,584.3,5934.059448
2025-04-13 16:00:00+00:00,2025-04-13 16:00:00+00:00,584.3,593.3,580.0,585.8,6494.367408
2025-04-14 16:00:00+00:00,2025-04-14 16:00:00+00:00,585.8,591.3,582.6,584.5,8180.57298
2025-04-15 16:00:00+00:00,2025-04-15 16:00:00+00:00,584.6,586.0,576.2,583.9,8105.695006
2025-04-16 16:00:00+00:00,2025-04-16 16:00:00+00:00,584.0,590.8,576.8,590.0,8307.919274
2025-04-17 16:00:00+00:00,2025-04-17 16:00:00+00:00,590.1,594.2,587.2,593.7,9058.679413
2025-04-18 16:00:00+00:00,2025-04-18 16:00:00+00:00,593.8,596.1,587.9,589.0,6017.983638
